Pedido;SKU;DataSolicitacao;DataExpedicao;Qtd;Status;Transportadora;Episodio;Destino
20257;EPI0124;16/07/2025;18/07/2025;48;Faturado;CargasRápidas;Inventário Cíclico;Rio-062
20258;EPI0422;20/12/2024;23/12/2024;40;Faturado;VelozLog;Pedido Parcial;Brasília-024
20259;EPI0254;29/04/2025;01/05/2025;11;Faturado;CargasRápidas;Separação com Erro de SKU;Rio-015
20260;EPI0447;09/03/2024;10/03/2024;59;Faturado;CargasRápidas;Recebimento Normal;Curitiba-038
20261;EPI0114;06/06/2023;06/06/2023;24;Faturado;CargasRápidas;Endereçamento Manual;Curitiba-038
20262;EPI0399;01/07/2025;01/07/2025;30;Faturado;CargasRápidas;Etiqueta Faltando;BH-013
20263;EPI0173;02/04/2025;02/04/2025;23;Faturado;VelozLog;Pedido Urgente;Curitiba-012
20264;EPI0031;04/12/2024;05/12/2024;10;Faturado;VelozLog;Divergência de Validade;São Paulo-024
20265;EPI0370;20/07/2023;21/07/2023;6;Cancelado;VelozLog;Entrada em Quarentena;Brasília-017
20266;EPI0161;16/01/2025;17/01/2025;19;Aguardando;TransBrasil;Recebimento com Avaria;São Paulo-016
20267;EPI0476;21/09/2024;21/09/2024;66;Faturado;CargasRápidas;Endereçamento Manual;Curitiba-042
20268;EPI0205;13/05/2025;16/05/2025;42;Faturado;VelozLog;Recebimento Normal;BH-029
20269;EPI0280;30/07/2023;01/08/2023;22;Faturado;CargasRápidas;Produto Vencido;Brasília-007
20270;EPI0300;30/04/2024;03/05/2024;55;Faturado;CargasRápidas;Etiqueta Faltando;São Paulo-096
20271;EPI0023;12/09/2024;12/09/2024;32;Faturado;VelozLog;Recebimento com Avaria;Curitiba-095
20272;EPI0479;20/11/2023;22/11/2023;21;Faturado;CargasRápidas;Produto Vencido;Brasília-098
20273;EPI0114;02/04/2025;03/04/2025;14;Faturado;VelozLog;Produto Próximo ao Vencimento;Rio-044
20274;EPI0400;15/01/2025;15/01/2025;16;Faturado;LogiExpress;Embalagem com Etiqueta de Transporte;BH-037
20275;EPI0010;20/10/2023;23/10/2023;20;Faturado;VelozLog;Devolução por Desistência;BH-091
20276;EPI0144;23/05/2023;23/05/2023;46;Faturado;CargasRápidas;Divergência de Quantidade;Brasília-057
20277;EPI0443;13/01/2025;16/01/2025;15;Faturado;CargasRápidas;Separação com Erro de SKU;São Paulo-005
20278;EPI0342;22/12/2024;23/12/2024;21;Aguardando;CargasRápidas;Devolução por Avaria;Brasília-099
20279;EPI0338;24/09/2023;25/09/2023;44;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;Curitiba-080
20280;EPI0478;09/05/2025;12/05/2025;18;Faturado;VelozLog;Embalagem com Etiqueta de Transporte;Brasília-085
20281;EPI0346;08/05/2025;10/05/2025;23;Faturado;TransBrasil;Separação com Erro de SKU;Brasília-037
20282;EPI0088;09/04/2024;12/04/2024;21;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;São Paulo-072
20283;EPI0282;09/07/2025;11/07/2025;44;Faturado;LogiExpress;Produto Próximo ao Vencimento;Rio-027
20284;EPI0331;16/06/2023;16/06/2023;45;Aguardando;LogiExpress;Falta de Estoque;BH-068
20285;EPI0259;26/04/2025;29/04/2025;59;Faturado;CargasRápidas;Embalagem com Lacre;São Paulo-093
20286;EPI0078;25/11/2023;25/11/2023;21;Faturado;CargasRápidas;Separação com Erro de SKU;Curitiba-001
20287;EPI0344;31/05/2024;02/06/2024;35;Faturado;LogiExpress;Pedido Urgente;São Paulo-009
20288;EPI0332;18/01/2025;21/01/2025;57;Faturado;CargasRápidas;Produto Próximo ao Vencimento;Rio-047
20289;EPI0285;28/01/2025;30/01/2025;15;Aguardando;LogiExpress;Inventário Cíclico;Brasília-053
20290;EPI0014;25/01/2023;26/01/2023;18;Faturado;VelozLog;Recebimento Normal;Curitiba-008
20291;EPI0219;18/12/2023;21/12/2023;11;Faturado;VelozLog;Endereçamento Automático;Rio-034
20292;EPI0334;30/10/2024;02/11/2024;24;Faturado;TransBrasil;Divergência de Quantidade;São Paulo-097
20293;EPI0302;03/03/2025;06/03/2025;96;Faturado;TransBrasil;Produto Substituído;Curitiba-023
20294;EPI0236;23/05/2024;25/05/2024;7;Faturado;TransBrasil;Entrada em Quarentena;Curitiba-080
20295;EPI0383;25/04/2023;27/04/2023;33;Aguardando;TransBrasil;Pedido Parcial;BH-083
20296;EPI0093;20/01/2023;22/01/2023;48;Faturado;LogiExpress;Falta de Estoque;Curitiba-072
20297;EPI0030;02/12/2024;04/12/2024;8;Faturado;VelozLog;Pedido Parcial;São Paulo-087
20298;EPI0290;31/05/2025;01/06/2025;52;Faturado;TransBrasil;Inventário com Divergência;BH-027
20299;EPI0244;09/09/2023;09/09/2023;46;Faturado;TransBrasil;Divergência de Validade;Brasília-073
20300;EPI0488;13/04/2025;14/04/2025;42;Parcial;LogiExpress;Pedido Urgente;São Paulo-015
20301;EPI0095;21/02/2023;22/02/2023;47;Cancelado;LogiExpress;Inventário com Divergência;BH-089
20302;EPI0159;01/08/2023;01/08/2023;25;Faturado;CargasRápidas;Devolução por Troca;BH-004
20303;EPI0380;07/02/2025;09/02/2025;47;Aguardando;VelozLog;Embalagem com Etiqueta de Transporte;BH-079
20304;EPI0334;31/12/2024;31/12/2024;8;Faturado;TransBrasil;Endereçamento Automático;São Paulo-015
20305;EPI0388;06/11/2024;06/11/2024;33;Faturado;CargasRápidas;Endereçamento Automático;Curitiba-043
20306;EPI0441;08/06/2025;11/06/2025;24;Cancelado;LogiExpress;Devolução por Desistência;Curitiba-003
20307;EPI0258;07/01/2023;10/01/2023;51;Faturado;VelozLog;Embalagem com Etiqueta de Transporte;Brasília-082
20308;EPI0360;07/06/2023;08/06/2023;19;Faturado;TransBrasil;Separação com Erro de SKU;Brasília-025
20309;EPI0417;17/01/2025;18/01/2025;17;Faturado;VelozLog;Recebimento Parcial;Rio-086
20310;EPI0387;29/05/2024;30/05/2024;12;Aguardando;VelozLog;Devolução por Troca;Rio-088
20311;EPI0366;30/11/2023;02/12/2023;11;Faturado;VelozLog;Inventário com Divergência;Brasília-032
20312;EPI0393;26/09/2024;27/09/2024;27;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;BH-040
20313;EPI0363;23/04/2024;23/04/2024;15;Faturado;VelozLog;Endereçamento Automático;Curitiba-038
20314;EPI0187;09/08/2024;11/08/2024;30;Faturado;CargasRápidas;Devolução por Troca;Rio-082
20315;EPI0463;04/01/2024;05/01/2024;33;Faturado;CargasRápidas;Inventário com Divergência;BH-069
20316;EPI0153;16/10/2024;16/10/2024;11;Faturado;TransBrasil;Pedido Cancelado;BH-084
20317;EPI0043;03/01/2024;04/01/2024;25;Aguardando;VelozLog;Produto Vencido;Brasília-060
20318;EPI0216;14/01/2025;15/01/2025;21;Aguardando;CargasRápidas;Recebimento Normal;São Paulo-002
20319;EPI0295;29/07/2024;30/07/2024;61;Faturado;TransBrasil;Devolução por Desistência;Rio-073
20320;EPI0351;17/02/2025;17/02/2025;12;Aguardando;VelozLog;Devolução por Avaria;Rio-056
20321;EPI0394;25/11/2023;28/11/2023;17;Cancelado;VelozLog;Produto Vencido;Curitiba-095
20322;EPI0481;06/02/2023;07/02/2023;52;Aguardando;VelozLog;Etiqueta Faltando;Brasília-097
20323;EPI0244;13/02/2023;16/02/2023;15;Faturado;VelozLog;Divergência de Validade;Rio-039
20324;EPI0357;29/06/2023;01/07/2023;68;Aguardando;TransBrasil;Separação Manual;São Paulo-002
20325;EPI0019;01/01/2025;02/01/2025;34;Faturado;LogiExpress;Endereçamento Manual;Rio-089
20326;EPI0006;13/04/2025;14/04/2025;19;Aguardando;VelozLog;Produto Vencido;Brasília-010
20327;EPI0192;20/10/2024;21/10/2024;57;Faturado;CargasRápidas;Etiqueta Faltando;Rio-095
20328;EPI0016;07/03/2023;07/03/2023;52;Faturado;LogiExpress;Pedido Cancelado;BH-090
20329;EPI0209;17/05/2025;19/05/2025;14;Faturado;LogiExpress;Inventário com Divergência;Curitiba-091
20330;EPI0231;18/04/2024;18/04/2024;92;Faturado;LogiExpress;Recebimento Normal;Brasília-047
20331;EPI0265;16/10/2023;18/10/2023;16;Faturado;VelozLog;Endereçamento Manual;BH-093
20332;EPI0012;08/09/2024;10/09/2024;20;Faturado;CargasRápidas;Devolução por Desistência;Curitiba-037
20333;EPI0314;26/01/2024;28/01/2024;35;Faturado;VelozLog;Pedido Cancelado;Rio-020
20334;EPI0007;24/05/2024;24/05/2024;9;Faturado;LogiExpress;Devolução por Troca;BH-007
20335;EPI0272;03/04/2024;06/04/2024;10;Faturado;VelozLog;Divergência de Quantidade;BH-094
20336;EPI0445;17/01/2024;17/01/2024;24;Faturado;LogiExpress;Divergência de Validade;Brasília-083
20337;EPI0377;19/08/2023;21/08/2023;37;Faturado;TransBrasil;Inventário com Divergência;BH-095
20338;EPI0031;24/07/2023;25/07/2023;14;Faturado;VelozLog;Divergência de Validade;São Paulo-074
20339;EPI0349;08/12/2024;11/12/2024;9;Faturado;LogiExpress;Falta de Estoque;Curitiba-032
20340;EPI0319;24/07/2024;25/07/2024;29;Faturado;CargasRápidas;Pedido Parcial;Curitiba-052
20341;EPI0185;23/03/2025;23/03/2025;51;Cancelado;LogiExpress;Recebimento Normal;São Paulo-069
20342;EPI0142;02/11/2024;03/11/2024;24;Faturado;VelozLog;Falta de Estoque;BH-024
20343;EPI0394;24/03/2025;24/03/2025;43;Aguardando;TransBrasil;Devolução por Desistência;São Paulo-076
20344;EPI0090;13/07/2024;16/07/2024;14;Faturado;CargasRápidas;Produto Substituído;Brasília-036
20345;EPI0468;22/06/2024;22/06/2024;64;Aguardando;CargasRápidas;Recebimento Normal;Rio-064
20346;EPI0489;21/04/2024;21/04/2024;12;Faturado;TransBrasil;Inventário Cíclico;Curitiba-002
20347;EPI0186;16/04/2023;16/04/2023;9;Faturado;VelozLog;Falta de Estoque;BH-044
20348;EPI0043;22/04/2024;25/04/2024;18;Faturado;TransBrasil;Endereçamento Manual;Brasília-069
20349;EPI0410;26/03/2025;27/03/2025;52;Faturado;CargasRápidas;Inventário com Divergência;Rio-083
20350;EPI0286;30/10/2023;01/11/2023;34;Faturado;LogiExpress;Produto Próximo ao Vencimento;Rio-024
20351;EPI0336;05/05/2025;05/05/2025;63;Cancelado;TransBrasil;Endereçamento Manual;Curitiba-046
20352;EPI0252;24/08/2023;24/08/2023;21;Aguardando;TransBrasil;Falta de Estoque;Curitiba-093
20353;EPI0486;28/07/2024;28/07/2024;16;Cancelado;VelozLog;Pedido Urgente;Brasília-096
20354;EPI0491;19/03/2023;19/03/2023;25;Faturado;CargasRápidas;Pedido Urgente;BH-024
20355;EPI0316;10/06/2023;13/06/2023;13;Faturado;TransBrasil;Produto Vencido;Brasília-024
20356;EPI0353;20/03/2024;20/03/2024;22;Faturado;LogiExpress;Pedido Cancelado;Brasília-096
20357;EPI0017;06/02/2025;09/02/2025;68;Faturado;VelozLog;Separação com Erro de SKU;Brasília-013
20358;EPI0221;22/07/2025;23/07/2025;42;Faturado;LogiExpress;Pedido Urgente;Curitiba-020
20359;EPI0029;13/04/2024;14/04/2024;20;Faturado;CargasRápidas;Devolução por Desistência;São Paulo-054
20360;EPI0052;22/06/2023;23/06/2023;34;Faturado;LogiExpress;Entrada em Quarentena;Rio-027
20361;EPI0416;27/02/2024;29/02/2024;17;Faturado;CargasRápidas;Produto Vencido;Rio-030
20362;EPI0461;05/08/2023;05/08/2023;33;Faturado;TransBrasil;Separação com Erro de SKU;São Paulo-041
20363;EPI0052;14/09/2024;15/09/2024;47;Faturado;CargasRápidas;Pedido Cancelado;Rio-031
20364;EPI0480;21/01/2024;24/01/2024;7;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;Curitiba-096
20365;EPI0072;29/05/2023;30/05/2023;24;Faturado;LogiExpress;Pedido Parcial;São Paulo-072
20366;EPI0381;26/06/2024;26/06/2024;37;Aguardando;TransBrasil;Inventário com Divergência;São Paulo-004
20367;EPI0035;30/05/2025;30/05/2025;61;Faturado;CargasRápidas;Endereçamento Manual;BH-010
20368;EPI0229;20/09/2024;21/09/2024;26;Faturado;CargasRápidas;Devolução por Troca;Brasília-046
20369;EPI0386;19/11/2024;19/11/2024;22;Faturado;TransBrasil;Produto Próximo ao Vencimento;Curitiba-050
20370;EPI0098;06/05/2025;08/05/2025;8;Faturado;VelozLog;Divergência de Quantidade;BH-011
20371;EPI0159;10/05/2024;13/05/2024;31;Aguardando;LogiExpress;Pedido Parcial;BH-014
20372;EPI0222;02/02/2025;02/02/2025;115;Aguardando;TransBrasil;Inventário Cíclico;Brasília-059
20373;EPI0184;15/01/2024;17/01/2024;58;Faturado;TransBrasil;Recebimento Parcial;Brasília-012
20374;EPI0176;06/03/2024;08/03/2024;41;Faturado;LogiExpress;Pedido Urgente;Curitiba-006
20375;EPI0444;27/07/2025;29/07/2025;9;Faturado;LogiExpress;Endereçamento Automático;São Paulo-055
20376;EPI0065;28/04/2024;30/04/2024;15;Faturado;CargasRápidas;Etiqueta Faltando;Curitiba-024
20377;EPI0438;12/02/2023;15/02/2023;19;Faturado;LogiExpress;Devolução por Avaria;Brasília-058
20378;EPI0362;09/12/2024;11/12/2024;88;Faturado;VelozLog;Separação Manual;Curitiba-052
20379;EPI0360;07/07/2024;07/07/2024;15;Faturado;TransBrasil;Divergência de Quantidade;São Paulo-026
20380;EPI0441;24/06/2025;26/06/2025;33;Aguardando;VelozLog;Separação com Erro de SKU;Curitiba-034
20381;EPI0268;15/01/2025;18/01/2025;67;Faturado;LogiExpress;Falta de Estoque;Curitiba-073
20382;EPI0139;09/02/2023;11/02/2023;39;Faturado;CargasRápidas;Embalagem com Lacre;Brasília-022
20383;EPI0324;07/08/2024;10/08/2024;20;Faturado;CargasRápidas;Recebimento Parcial;Rio-003
20384;EPI0319;06/01/2025;07/01/2025;38;Faturado;VelozLog;Produto Substituído;Rio-059
20385;EPI0269;14/07/2024;14/07/2024;31;Faturado;VelozLog;Pedido Urgente;Curitiba-010
20386;EPI0393;27/05/2023;27/05/2023;38;Faturado;LogiExpress;Separação Manual;Rio-094
20387;EPI0027;25/11/2023;26/11/2023;22;Faturado;VelozLog;Etiqueta Faltando;Brasília-004
20388;EPI0413;26/06/2023;27/06/2023;8;Aguardando;TransBrasil;Devolução por Desistência;Brasília-046
20389;EPI0282;24/07/2025;24/07/2025;64;Faturado;VelozLog;Divergência de Validade;Brasília-015
20390;EPI0175;31/03/2023;02/04/2023;36;Faturado;TransBrasil;Devolução por Avaria;Curitiba-069
20391;EPI0042;11/10/2023;11/10/2023;9;Faturado;CargasRápidas;Endereçamento Manual;BH-093
20392;EPI0057;13/08/2023;16/08/2023;18;Faturado;TransBrasil;Produto Substituído;BH-020
20393;EPI0495;06/02/2023;09/02/2023;12;Faturado;TransBrasil;Inventário com Divergência;Brasília-032
20394;EPI0322;20/02/2024;22/02/2024;58;Faturado;LogiExpress;Divergência de Validade;Brasília-092
20395;EPI0110;02/02/2025;02/02/2025;29;Faturado;TransBrasil;Produto Próximo ao Vencimento;Rio-046
20396;EPI0186;22/04/2024;22/04/2024;23;Faturado;TransBrasil;Inventário com Divergência;BH-045
20397;EPI0017;24/09/2024;26/09/2024;25;Faturado;LogiExpress;Etiqueta Faltando;BH-032
20398;EPI0202;20/07/2024;23/07/2024;11;Faturado;TransBrasil;Recebimento Normal;BH-060
20399;EPI0273;28/04/2025;28/04/2025;17;Faturado;VelozLog;Pedido Urgente;Curitiba-004
20400;EPI0405;16/06/2024;19/06/2024;56;Faturado;TransBrasil;Devolução por Avaria;Brasília-001
20401;EPI0051;06/06/2025;06/06/2025;15;Aguardando;LogiExpress;Falta de Estoque;Curitiba-015
20402;EPI0018;02/03/2023;04/03/2023;64;Faturado;TransBrasil;Produto Substituído;BH-098
20403;EPI0269;18/11/2024;18/11/2024;64;Faturado;VelozLog;Devolução por Troca;Rio-006
20404;EPI0262;11/08/2024;11/08/2024;23;Faturado;CargasRápidas;Inventário com Divergência;Curitiba-057
20405;EPI0410;08/04/2025;10/04/2025;61;Faturado;TransBrasil;Pedido Cancelado;Brasília-011
20406;EPI0183;19/11/2023;21/11/2023;42;Faturado;LogiExpress;Produto Substituído;Curitiba-043
20407;EPI0196;06/10/2024;08/10/2024;2;Faturado;TransBrasil;Endereçamento Automático;São Paulo-085
20408;EPI0205;14/09/2024;15/09/2024;31;Faturado;TransBrasil;Recebimento Parcial;Rio-012
20409;EPI0378;08/11/2023;10/11/2023;47;Aguardando;CargasRápidas;Pedido Urgente;Rio-028
20410;EPI0070;05/05/2024;08/05/2024;51;Faturado;CargasRápidas;Produto Substituído;Brasília-015
20411;EPI0120;07/12/2023;07/12/2023;26;Faturado;VelozLog;Produto Substituído;Brasília-096
20412;EPI0393;24/03/2025;26/03/2025;48;Faturado;LogiExpress;Devolução por Troca;São Paulo-032
20413;EPI0446;02/01/2025;03/01/2025;17;Faturado;VelozLog;Recebimento com Avaria;Rio-006
20414;EPI0269;05/04/2023;05/04/2023;61;Faturado;VelozLog;Recebimento Parcial;BH-072
20415;EPI0238;29/02/2024;29/02/2024;45;Faturado;LogiExpress;Produto Próximo ao Vencimento;BH-050
20416;EPI0175;27/07/2024;29/07/2024;31;Aguardando;TransBrasil;Inventário com Divergência;Curitiba-004
20417;EPI0387;24/03/2023;25/03/2023;27;Faturado;LogiExpress;Falta de Estoque;Rio-061
20418;EPI0130;09/02/2025;12/02/2025;37;Faturado;TransBrasil;Entrada em Quarentena;São Paulo-032
20419;EPI0303;24/06/2024;25/06/2024;101;Faturado;LogiExpress;Produto Vencido;BH-032
20420;EPI0110;24/07/2025;25/07/2025;31;Cancelado;VelozLog;Inventário com Divergência;Curitiba-005
20421;EPI0254;21/07/2024;24/07/2024;33;Faturado;VelozLog;Falta de Estoque;São Paulo-082
20422;EPI0303;28/06/2023;30/06/2023;25;Faturado;TransBrasil;Recebimento com Avaria;Brasília-086
20423;EPI0358;28/01/2025;30/01/2025;12;Faturado;VelozLog;Entrada em Quarentena;Curitiba-013
20424;EPI0008;05/09/2023;08/09/2023;82;Faturado;VelozLog;Embalagem com Lacre;Curitiba-033
20425;EPI0461;19/01/2023;19/01/2023;24;Faturado;TransBrasil;Entrada em Quarentena;Curitiba-012
20426;EPI0376;30/06/2025;03/07/2025;31;Parcial;VelozLog;Produto Próximo ao Vencimento;Curitiba-077
20427;EPI0062;25/07/2024;25/07/2024;64;Aguardando;VelozLog;Divergência de Validade;Brasília-008
20428;EPI0233;23/05/2024;25/05/2024;32;Faturado;VelozLog;Produto Próximo ao Vencimento;São Paulo-059
20429;EPI0080;01/05/2024;03/05/2024;4;Faturado;VelozLog;Falta de Estoque;São Paulo-025
20430;EPI0028;11/06/2025;12/06/2025;89;Faturado;LogiExpress;Inventário Cíclico;BH-046
20431;EPI0395;09/01/2024;10/01/2024;12;Faturado;VelozLog;Inventário Cíclico;BH-063
20432;EPI0372;11/04/2025;14/04/2025;27;Faturado;LogiExpress;Divergência de Validade;BH-087
20433;EPI0344;11/03/2024;14/03/2024;72;Faturado;TransBrasil;Divergência de Quantidade;Rio-023
20434;EPI0255;01/05/2023;01/05/2023;14;Faturado;TransBrasil;Falta de Estoque;Rio-041
20435;EPI0378;10/12/2023;11/12/2023;24;Faturado;TransBrasil;Produto Próximo ao Vencimento;Curitiba-023
20436;EPI0497;10/02/2024;12/02/2024;58;Faturado;TransBrasil;Embalagem com Lacre;Brasília-059
20437;EPI0424;09/07/2024;12/07/2024;81;Aguardando;LogiExpress;Produto Substituído;BH-095
20438;EPI0269;21/08/2023;21/08/2023;38;Faturado;CargasRápidas;Pedido Urgente;São Paulo-068
20439;EPI0251;28/02/2023;03/03/2023;49;Faturado;CargasRápidas;Endereçamento Manual;Rio-033
20440;EPI0102;18/02/2024;20/02/2024;25;Aguardando;VelozLog;Recebimento Parcial;Curitiba-048
20441;EPI0170;04/02/2023;07/02/2023;22;Faturado;CargasRápidas;Produto Próximo ao Vencimento;Brasília-062
20442;EPI0116;03/04/2023;03/04/2023;45;Faturado;TransBrasil;Devolução por Troca;São Paulo-024
20443;EPI0305;11/01/2025;12/01/2025;16;Faturado;LogiExpress;Devolução por Avaria;São Paulo-065
20444;EPI0184;31/08/2023;03/09/2023;36;Faturado;TransBrasil;Etiqueta Faltando;Curitiba-047
20445;EPI0431;25/02/2024;26/02/2024;35;Faturado;VelozLog;Separação com Erro de SKU;São Paulo-091
20446;EPI0084;26/12/2024;29/12/2024;64;Faturado;LogiExpress;Etiqueta Faltando;São Paulo-081
20447;EPI0355;10/05/2025;11/05/2025;60;Aguardando;CargasRápidas;Recebimento Parcial;Rio-085
20448;EPI0395;04/12/2024;05/12/2024;41;Faturado;TransBrasil;Separação Manual;Curitiba-054
20449;EPI0154;02/10/2023;04/10/2023;18;Parcial;TransBrasil;Embalagem com Etiqueta de Transporte;BH-001
20450;EPI0432;18/05/2025;21/05/2025;13;Parcial;LogiExpress;Recebimento Parcial;Curitiba-023
20451;EPI0428;23/05/2024;26/05/2024;19;Faturado;VelozLog;Embalagem com Etiqueta de Transporte;Rio-023
20452;EPI0147;07/10/2024;08/10/2024;28;Faturado;TransBrasil;Separação com Erro de SKU;BH-066
20453;EPI0450;07/10/2023;10/10/2023;27;Faturado;TransBrasil;Devolução por Desistência;São Paulo-044
20454;EPI0091;13/02/2025;16/02/2025;11;Aguardando;LogiExpress;Recebimento com Avaria;BH-084
20455;EPI0124;22/03/2024;24/03/2024;24;Aguardando;TransBrasil;Pedido Parcial;Curitiba-027
20456;EPI0095;28/12/2023;29/12/2023;36;Faturado;TransBrasil;Entrada em Quarentena;BH-080
20457;EPI0107;28/08/2023;31/08/2023;43;Faturado;CargasRápidas;Recebimento Parcial;Curitiba-050
20458;EPI0470;09/03/2023;10/03/2023;21;Faturado;TransBrasil;Pedido Urgente;BH-006
20459;EPI0447;24/02/2023;24/02/2023;7;Faturado;CargasRápidas;Embalagem com Lacre;BH-098
20460;EPI0174;14/01/2025;14/01/2025;43;Faturado;TransBrasil;Entrada em Quarentena;São Paulo-069
20461;EPI0018;26/11/2023;26/11/2023;44;Faturado;LogiExpress;Separação Manual;BH-093
20462;EPI0491;13/01/2025;16/01/2025;20;Faturado;TransBrasil;Inventário Cíclico;São Paulo-080
20463;EPI0208;13/04/2025;13/04/2025;27;Faturado;LogiExpress;Pedido Cancelado;Rio-053
20464;EPI0219;20/04/2023;22/04/2023;31;Cancelado;CargasRápidas;Recebimento Parcial;Rio-074
20465;EPI0050;22/04/2024;25/04/2024;7;Faturado;CargasRápidas;Etiqueta Faltando;Curitiba-073
20466;EPI0097;06/07/2024;08/07/2024;32;Faturado;TransBrasil;Devolução por Avaria;Brasília-082
20467;EPI0276;25/08/2024;28/08/2024;45;Aguardando;CargasRápidas;Produto Próximo ao Vencimento;Rio-058
20468;EPI0387;02/04/2025;05/04/2025;50;Faturado;LogiExpress;Pedido Parcial;Curitiba-020
20469;EPI0075;06/10/2024;09/10/2024;34;Faturado;TransBrasil;Separação com Erro de SKU;Rio-098
20470;EPI0476;07/03/2025;07/03/2025;74;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;Curitiba-063
20471;EPI0122;16/10/2024;16/10/2024;16;Faturado;VelozLog;Produto Vencido;BH-064
20472;EPI0042;22/10/2023;24/10/2023;29;Faturado;TransBrasil;Falta de Estoque;Brasília-037
20473;EPI0074;12/02/2025;14/02/2025;18;Faturado;LogiExpress;Inventário Cíclico;Rio-001
